question,label
Best nutrients for soybean,FERTILIZER_SUGGESTION
sunflower ला bollworm झाला तर काय करावे?,CROP_DISEASE
Best nutrients for soybean,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
pulses ke liye beej kaunsa le?,SEED_GUIDE
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How much NPK for onion?,FERTILIZER_SUGGESTION
How to protect onion from aphids?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Which hybrid seeds are good for onion?,SEED_GUIDE
When should I irrigate rice?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
Best nutrients for wheat,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
banana ला blast झाला तर काय करावे?,CROP_DISEASE
banana disease bollworm treatment?,CROP_DISEASE
potato ko kaise store kare?,STORAGE_GUIDE
millet साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to store onion?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
onion साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
tomato ला blast झाला तर काय करावे?,CROP_DISEASE
How often to water maize?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
How much NPK for onion?,FERTILIZER_SUGGESTION
grapes ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
pulses कसा साठवावा?,STORAGE_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Will it rain today in Nashik?,WEATHER_QUERY
Will it rain today in Lucknow?,WEATHER_QUERY
millet disease fungal infection treatment?,CROP_DISEASE
Best nutrients for rice,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
How to protect potato from whitefly?,CROP_DISEASE
wheat ko kaise store kare?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
sugarcane साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
tomato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Storage method for groundnut,STORAGE_GUIDE
Which hybrid seeds are good for groundnut?,SEED_GUIDE
How to store potato?,STORAGE_GUIDE
High yield variety of grapes,SEED_GUIDE
Storage method for sunflower,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Storage method for maize,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
Best seed variety for grapes?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
What is today's weather?,WEATHER_QUERY
sugarcane me stem borer ka ilaj kya hai?,CROP_DISEASE
High yield variety of soybean,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
Which hybrid seeds are good for pulses?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Is drip irrigation good for millet?,IRRIGATION_GUIDE
High yield variety of onion,SEED_GUIDE
How to protect grapes from rust?,CROP_DISEASE
Is drip irrigation good for potato?,IRRIGATION_GUIDE
How much NPK for tomato?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to improve soil health?,SOIL_HEALTH
How much NPK for sunflower?,FERTILIZER_SUGGESTION
sugarcane me stem borer ka ilaj kya hai?,CROP_DISEASE
Which fertilizer is best for wheat?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
When should I irrigate groundnut?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
Storage method for millet,STORAGE_GUIDE
How to protect onion from leaf spot?,CROP_DISEASE
What is today's weather?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Storage method for pulses,STORAGE_GUIDE
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
Is drip irrigation good for tomato?,IRRIGATION_GUIDE
Best seed variety for onion?,SEED_GUIDE
millet ke liye beej kaunsa le?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Will it rain today in Nashik?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Is drip irrigation good for wheat?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Symptoms of bollworm in banana,CROP_DISEASE
Best nutrients for grapes,FERTILIZER_SUGGESTION
How to store sunflower?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
Which hybrid seeds are good for soybean?,SEED_GUIDE
High yield variety of sugarcane,SEED_GUIDE
Which fertilizer is best for soybean?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Which fertilizer is best for millet?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
How much NPK for onion?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
sunflower ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to protect banana from leaf spot?,CROP_DISEASE
millet ke liye beej kaunsa le?,SEED_GUIDE
Symptoms of blight in wheat,CROP_DISEASE
banana disease blast treatment?,CROP_DISEASE
Which hybrid seeds are good for potato?,SEED_GUIDE
millet ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
groundnut कसा साठवावा?,STORAGE_GUIDE
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
potato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Best nutrients for groundnut,FERTILIZER_SUGGESTION
sunflower ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for cotton?,SEED_GUIDE
How much NPK for cotton?,FERTILIZER_SUGGESTION
grapes ला fungal infection झाला तर काय करावे?,CROP_DISEASE
sunflower साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
High yield variety of onion,SEED_GUIDE
sunflower disease stem borer treatment?,CROP_DISEASE
How to store cotton?,STORAGE_GUIDE
grapes me paani kab dena chahiye?,IRRIGATION_GUIDE
rice ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
wheat ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
tomato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Which hybrid seeds are good for groundnut?,SEED_GUIDE
Is drip irrigation good for soybean?,IRRIGATION_GUIDE
Best seed variety for banana?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
pulses साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
How much NPK for sunflower?,FERTILIZER_SUGGESTION
Best seed variety for onion?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
maize कसा साठवावा?,STORAGE_GUIDE
sugarcane me root rot ka ilaj kya hai?,CROP_DISEASE
Best seed variety for soybean?,SEED_GUIDE
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
When should I irrigate soybean?,IRRIGATION_GUIDE
onion ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
pulses me root rot ka ilaj kya hai?,CROP_DISEASE
How much NPK for soybean?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
Which hybrid seeds are good for cotton?,SEED_GUIDE
Storage method for grapes,STORAGE_GUIDE
Best seed variety for tomato?,SEED_GUIDE
onion ला blight झाला तर काय करावे?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
soybean me stem borer ka ilaj kya hai?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
sugarcane साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
How often to water groundnut?,IRRIGATION_GUIDE
Which fertilizer is best for sugarcane?,FERTILIZER_SUGGESTION
rice साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
soybean ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
wheat साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
tomato me aphids ka ilaj kya hai?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
sunflower ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
Storage method for rice,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
sunflower ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Will it rain today in Nashik?,WEATHER_QUERY
cotton ko kaise store kare?,STORAGE_GUIDE
High yield variety of pulses,SEED_GUIDE
maize कसा साठवावा?,STORAGE_GUIDE
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
Is drip irrigation good for tomato?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for tomato?,SEED_GUIDE
Best seed variety for sunflower?,SEED_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
cotton ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to protect groundnut from blast?,CROP_DISEASE
Storage method for groundnut,STORAGE_GUIDE
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
banana साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
Symptoms of blast in maize,CROP_DISEASE
onion ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best seed variety for cotton?,SEED_GUIDE
Best nutrients for cotton,FERTILIZER_SUGGESTION
Which hybrid seeds are good for banana?,SEED_GUIDE
Storage method for potato,STORAGE_GUIDE
Is drip irrigation good for onion?,IRRIGATION_GUIDE
tomato ke liye beej kaunsa le?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
maize me paani kab dena chahiye?,IRRIGATION_GUIDE
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
How often to water sugarcane?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
soybean me whitefly ka ilaj kya hai?,CROP_DISEASE
Symptoms of blight in potato,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
When should I irrigate cotton?,IRRIGATION_GUIDE
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
grapes कसा साठवावा?,STORAGE_GUIDE
millet ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
How to protect onion from stem borer?,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
Which fertilizer is best for maize?,FERTILIZER_SUGGESTION
When should I irrigate cotton?,IRRIGATION_GUIDE
Storage method for banana,STORAGE_GUIDE
potato ko kaise store kare?,STORAGE_GUIDE
Which hybrid seeds are good for maize?,SEED_GUIDE
How to protect sunflower from blast?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Which hybrid seeds are good for onion?,SEED_GUIDE
potato ko kaise store kare?,STORAGE_GUIDE
Which fertilizer is best for wheat?,FERTILIZER_SUGGESTION
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
wheat ला bollworm झाला तर काय करावे?,CROP_DISEASE
How often to water onion?,IRRIGATION_GUIDE
Storage method for sunflower,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
When should I irrigate maize?,IRRIGATION_GUIDE
How to avoid insects while storing millet?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
groundnut साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
groundnut कसा साठवावा?,STORAGE_GUIDE
How often to water rice?,IRRIGATION_GUIDE
millet ko kaise store kare?,STORAGE_GUIDE
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
sugarcane ko kaise store kare?,STORAGE_GUIDE
Storage method for sugarcane,STORAGE_GUIDE
sunflower ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How much NPK for millet?,FERTILIZER_SUGGESTION
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How much NPK for maize?,FERTILIZER_SUGGESTION
How to improve soil health?,SOIL_HEALTH
cotton ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Kal barsaat hogi kya?,WEATHER_QUERY
How to protect millet from rust?,CROP_DISEASE
potato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
rice me leaf spot ka ilaj kya hai?,CROP_DISEASE
How to avoid insects while storing pulses?,STORAGE_GUIDE
Which fertilizer is best for potato?,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
How much NPK for millet?,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
How to improve soil health?,SOIL_HEALTH
Symptoms of whitefly in millet,CROP_DISEASE
Which hybrid seeds are good for maize?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How to improve soil health?,SOIL_HEALTH
pulses me rust ka ilaj kya hai?,CROP_DISEASE
Best seed variety for sunflower?,SEED_GUIDE
Which fertilizer is best for banana?,FERTILIZER_SUGGESTION
cotton me paani kab dena chahiye?,IRRIGATION_GUIDE
Will it rain today in Pune?,WEATHER_QUERY
How often to water groundnut?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Best compost for healthy soil,SOIL_HEALTH
Kal barsaat hogi kya?,WEATHER_QUERY
Will it rain today in Bhopal?,WEATHER_QUERY
rice ke liye beej kaunsa le?,SEED_GUIDE
Is drip irrigation good for rice?,IRRIGATION_GUIDE
Will it rain today in Bhopal?,WEATHER_QUERY
How much NPK for pulses?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
millet ला fungal infection झाला तर काय करावे?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for sunflower?,SEED_GUIDE
Which fertilizer is best for groundnut?,FERTILIZER_SUGGESTION
wheat me blast ka ilaj kya hai?,CROP_DISEASE
High yield variety of pulses,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How often to water sunflower?,IRRIGATION_GUIDE
How to store sunflower?,STORAGE_GUIDE
Which hybrid seeds are good for onion?,SEED_GUIDE
Symptoms of root rot in millet,CROP_DISEASE
sunflower me paani kab dena chahiye?,IRRIGATION_GUIDE
tomato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Will it rain today in Bhopal?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
Best seed variety for banana?,SEED_GUIDE
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
millet me paani kab dena chahiye?,IRRIGATION_GUIDE
Which fertilizer is best for onion?,FERTILIZER_SUGGESTION
wheat ला whitefly झाला तर काय करावे?,CROP_DISEASE
Storage method for sugarcane,STORAGE_GUIDE
How to avoid insects while storing banana?,STORAGE_GUIDE
Is drip irrigation good for millet?,IRRIGATION_GUIDE
potato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
groundnut कसा साठवावा?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
When should I irrigate soybean?,IRRIGATION_GUIDE
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
How to avoid insects while storing potato?,STORAGE_GUIDE
Storage method for tomato,STORAGE_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
soybean ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to avoid insects while storing onion?,STORAGE_GUIDE
tomato कसा साठवावा?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
sugarcane ला rust झाला तर काय करावे?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
rice ke liye beej kaunsa le?,SEED_GUIDE
Best seed variety for potato?,SEED_GUIDE
Best seed variety for cotton?,SEED_GUIDE
Which hybrid seeds are good for grapes?,SEED_GUIDE
millet me fungal infection ka ilaj kya hai?,CROP_DISEASE
Best seed variety for soybean?,SEED_GUIDE
wheat me paani kab dena chahiye?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
Will it rain today in Hyderabad?,WEATHER_QUERY
How to avoid insects while storing pulses?,STORAGE_GUIDE
When should I irrigate sunflower?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
How to avoid insects while storing millet?,STORAGE_GUIDE
How to avoid insects while storing groundnut?,STORAGE_GUIDE
How to protect millet from bollworm?,CROP_DISEASE
onion ke liye beej kaunsa le?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
cotton ला fungal infection झाला तर काय करावे?,CROP_DISEASE
How to store maize?,STORAGE_GUIDE
High yield variety of millet,SEED_GUIDE
groundnut ke liye beej kaunsa le?,SEED_GUIDE
grapes साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to avoid insects while storing rice?,STORAGE_GUIDE
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for rice?,SEED_GUIDE
grapes कसा साठवावा?,STORAGE_GUIDE
How to protect groundnut from aphids?,CROP_DISEASE
Will it rain today in Nashik?,WEATHER_QUERY
Which fertilizer is best for potato?,FERTILIZER_SUGGESTION
Which fertilizer is best for maize?,FERTILIZER_SUGGESTION
Best seed variety for potato?,SEED_GUIDE
rice me paani kab dena chahiye?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
When should I irrigate tomato?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
cotton ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to avoid insects while storing sunflower?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
pulses ला blight झाला तर काय करावे?,CROP_DISEASE
banana ला blast झाला तर काय करावे?,CROP_DISEASE
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
How to protect maize from leaf spot?,CROP_DISEASE
tomato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
groundnut ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
pulses कसा साठवावा?,STORAGE_GUIDE
tomato disease root rot treatment?,CROP_DISEASE
tomato कसा साठवावा?,STORAGE_GUIDE
How to protect banana from stem borer?,CROP_DISEASE
Best seed variety for potato?,SEED_GUIDE
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
When should I irrigate grapes?,IRRIGATION_GUIDE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
How to store tomato?,STORAGE_GUIDE
tomato साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Symptoms of rust in potato,CROP_DISEASE
rice ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How much NPK for maize?,FERTILIZER_SUGGESTION
Best seed variety for sugarcane?,SEED_GUIDE
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
How to avoid insects while storing pulses?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Best seed variety for soybean?,SEED_GUIDE
soybean me paani kab dena chahiye?,IRRIGATION_GUIDE
Best seed variety for pulses?,SEED_GUIDE
Which hybrid seeds are good for pulses?,SEED_GUIDE
Best seed variety for maize?,SEED_GUIDE
pulses साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to protect tomato from leaf spot?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
tomato ko kaise store kare?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
Best seed variety for grapes?,SEED_GUIDE
sugarcane साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
cotton ko kaise store kare?,STORAGE_GUIDE
maize ko kaise store kare?,STORAGE_GUIDE
Best nutrients for groundnut,FERTILIZER_SUGGESTION
banana साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
How much NPK for maize?,FERTILIZER_SUGGESTION
How to improve soil health?,SOIL_HEALTH
onion ko kaise store kare?,STORAGE_GUIDE
sugarcane me root rot ka ilaj kya hai?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
How to protect cotton from stem borer?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
cotton ke liye beej kaunsa le?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
High yield variety of groundnut,SEED_GUIDE
potato कसा साठवावा?,STORAGE_GUIDE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
Is drip irrigation good for tomato?,IRRIGATION_GUIDE
Which fertilizer is best for wheat?,FERTILIZER_SUGGESTION
When should I irrigate pulses?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
potato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to avoid insects while storing sunflower?,STORAGE_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
pulses disease aphids treatment?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
Best nutrients for banana,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Symptoms of fungal infection in sugarcane,CROP_DISEASE
Will it rain today in Nagpur?,WEATHER_QUERY
maize ला whitefly झाला तर काय करावे?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
Which hybrid seeds are good for sunflower?,SEED_GUIDE
maize कसा साठवावा?,STORAGE_GUIDE
groundnut disease stem borer treatment?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
millet ke liye beej kaunsa le?,SEED_GUIDE
How to avoid insects while storing millet?,STORAGE_GUIDE
High yield variety of grapes,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
When should I irrigate sugarcane?,IRRIGATION_GUIDE
wheat साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
sunflower me stem borer ka ilaj kya hai?,CROP_DISEASE
sugarcane ko kaise store kare?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
Which hybrid seeds are good for banana?,SEED_GUIDE
When should I irrigate sugarcane?,IRRIGATION_GUIDE
millet disease root rot treatment?,CROP_DISEASE
When should I irrigate cotton?,IRRIGATION_GUIDE
How to improve soil health?,SOIL_HEALTH
When should I irrigate sunflower?,IRRIGATION_GUIDE
Storage method for pulses,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
High yield variety of rice,SEED_GUIDE
rice ko kaise store kare?,STORAGE_GUIDE
How much NPK for tomato?,FERTILIZER_SUGGESTION
sugarcane साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
soybean ko kaise store kare?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
rice ko kaise store kare?,STORAGE_GUIDE
How much NPK for wheat?,FERTILIZER_SUGGESTION
wheat me paani kab dena chahiye?,IRRIGATION_GUIDE
Best nutrients for tomato,FERTILIZER_SUGGESTION
Will it rain today in Lucknow?,WEATHER_QUERY
How to improve soil health?,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
tomato ko kaise store kare?,STORAGE_GUIDE
Symptoms of blight in millet,CROP_DISEASE
tomato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to avoid insects while storing banana?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Storage method for onion,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
pulses कसा साठवावा?,STORAGE_GUIDE
How to store grapes?,STORAGE_GUIDE
Symptoms of leaf spot in sugarcane,CROP_DISEASE
Is drip irrigation good for potato?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
High yield variety of cotton,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
millet me paani kab dena chahiye?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
wheat disease rust treatment?,CROP_DISEASE
How much NPK for soybean?,FERTILIZER_SUGGESTION
How to avoid insects while storing grapes?,STORAGE_GUIDE
How often to water groundnut?,IRRIGATION_GUIDE
How to store sunflower?,STORAGE_GUIDE
Symptoms of leaf spot in millet,CROP_DISEASE
What is today's weather?,WEATHER_QUERY
potato ला blast झाला तर काय करावे?,CROP_DISEASE
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
How to avoid insects while storing sugarcane?,STORAGE_GUIDE
Storage method for potato,STORAGE_GUIDE
Is drip irrigation good for millet?,IRRIGATION_GUIDE
How to improve soil health?,SOIL_HEALTH
grapes ला bollworm झाला तर काय करावे?,CROP_DISEASE
Will it rain today in Hyderabad?,WEATHER_QUERY
When should I irrigate maize?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
banana me paani kab dena chahiye?,IRRIGATION_GUIDE
banana ला stem borer झाला तर काय करावे?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
pulses कसा साठवावा?,STORAGE_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
Symptoms of fungal infection in pulses,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
grapes me paani kab dena chahiye?,IRRIGATION_GUIDE
How much NPK for tomato?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
High yield variety of rice,SEED_GUIDE
How often to water sunflower?,IRRIGATION_GUIDE
How to avoid insects while storing groundnut?,STORAGE_GUIDE
cotton me paani kab dena chahiye?,IRRIGATION_GUIDE
cotton ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best nutrients for groundnut,FERTILIZER_SUGGESTION
groundnut ला rust झाला तर काय करावे?,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
Which fertilizer is best for potato?,FERTILIZER_SUGGESTION
